_rank,img,psnr,ssim,_score,mode,lpips,enl,epi
1,ICEYE_X23_QUICKLOOK_SLEDF_3521349_20240305T105517_b0041_y2560_x3072_large_0_1.png,30.75798926881001,0.8281949491163315,3.3290558194489117,DDPM,0.3060742616653442,2.7810965723889827,0.2288191955951668
2,ICEYE_X20_QUICKLOOK_SLEDF_4049621_20240429T222841_b0035_y2560_x0_large_1_1.png,27.32738622742632,0.7116456317973429,2.361782767483551,DDPM,0.394156813621521,5.821959364456281,0.2296595922139103
3,ICEYE_X23_QUICKLOOK_SLEDF_3521349_20240305T105517_b0005_y0_x2560_large_0_0.png,26.350304675561983,0.6538421857076863,2.019288378976464,DDPM,0.2761048972606659,5.153628167539058,0.5979530741860511
4,ICEYE_QUICKLOOK_SLEDP_4228243_20240904T003534_b0019_y1024_x1536_large_1_1.png,24.9426902365909,0.7431949999424554,1.995890817800091,DDPM,0.272431343793869,0.8286023275963396,0.2965207387459208
5,ICEYE_X23_QUICKLOOK_SLEDF_3521349_20240305T105517_b0026_y1536_x2560_large_0_0.png,25.11337910368164,0.6716248964972044,1.8333642442733922,DDPM,0.3425441384315491,3.3722746870285856,0.2504191405012119
6,ICEYE_QUICKLOOK_SLEDP_4228243_20240904T003534_b0047_y2560_x3584_large_1_0.png,25.04028321524048,0.6409743746235073,1.7360635269034879,DDPM,0.3192844092845917,10.48310234946603,0.2826877334809114
7,ICEYE_X23_QUICKLOOK_SLEDF_3521349_20240305T105517_b0020_y1024_x3072_large_0_1.png,24.90364244072289,0.6360598649699718,1.6967955386741704,DDPM,0.3571920692920685,3.893333449423259,0.2854871085727708
8,ICEYE_QUICKLOOK_SLEDP_4228243_20240904T003534_b0053_y3072_x2560_large_1_1.png,24.0654604239868,0.668994160073512,1.6276685144699372,DDPM,0.3346018195152282,3.803107605169393,0.414750370655635
9,ICEYE_X20_QUICKLOOK_SLEDF_4049621_20240429T222841_b0019_y1024_x2560_large_0_1.png,24.217917049542024,0.6335521708134776,1.560053999051084,DDPM,0.4198594987392425,9.510686956427511,0.2193980859747199
10,ICEYE_X23_QUICKLOOK_SLEDF_3521349_20240305T105517_b0026_y1536_x2560_large_0_1.png,24.063734889496565,0.6400656796189859,1.548577851320872,DDPM,0.3109235465526581,4.689434815629261,0.4453903249714322
11,ICEYE_X20_QUICKLOOK_SLEDF_4049621_20240429T222841_b0006_y0_x3072_large_1_0.png,23.97436112332823,0.6338169778582928,1.5146322018388,DDPM,0.3883504569530487,8.997754656603059,0.3064054509935821
12,ICEYE_QUICKLOOK_SLEDP_4076767_20240516T080038_b0005_y0_x2560_large_1_0.png,24.447927581731896,0.5869638765775012,1.4767843139667851,DDPM,0.4647436141967773,4.524053525969759,0.2692756536984171
13,ICEYE_QUICKLOOK_SLEDP_4076767_20240516T080038_b0028_y2048_x0_large_1_1.png,24.212899297817625,0.599029512002616,1.4651083062023533,DDPM,0.3958803415298462,7.505382453615447,0.2783186676535842
14,ICEYE_X20_QUICKLOOK_SLEDF_4049621_20240429T222841_b0020_y1024_x3072_large_0_0.png,23.761886622025163,0.6175480972513152,1.4300825496846459,DDPM,0.4710639119148254,6.360110361544572,0.4205090757606659
15,ICEYE_QUICKLOOK_SLEDP_4228243_20240904T003534_b0006_y0_x3072_large_1_1.png,23.08159849990568,0.6382793851565104,1.3576440458998946,DDPM,0.2676008641719818,2.2292524893985592,0.3165851242899812
16,ICEYE_QUICKLOOK_SLEDP_4228243_20240904T003534_b0007_y0_x3584_large_1_0.png,23.301188354929234,0.6208180389492195,1.3517042372649732,DDPM,0.2538480162620544,2.574681073611341,0.2229939215823559
17,ICEYE_X20_QUICKLOOK_SLEDF_4049621_20240429T222841_b0020_y1024_x3072_large_1_0.png,23.130960342359007,0.632157029716744,1.3503264986607464,DDPM,0.4209328889846802,7.039899333098617,0.2477907155097098
18,ICEYE_X23_QUICKLOOK_SLEDF_3521349_20240305T105517_b0042_y3072_x0_large_0_0.png,24.11669003536513,0.5619651953949085,1.345965775350723,DDPM,0.4290893673896789,3.1189394198447484,0.2492256495992538
19,ICEYE_QUICKLOOK_SLEDP_4228243_20240904T003534_b0057_y3584_x512_large_1_0.png,22.892539533567188,0.639204353013853,1.3243443719955987,DDPM,0.3783075213432312,2.168756468401781,0.276731665115122
20,ICEYE_X23_QUICKLOOK_SLEDF_3521349_20240305T105517_b0000_y0_x0_large_0_0.png,24.408600569851856,0.5333092194825672,1.323247764085044,DDPM,0.5336800813674927,6.131158000581874,0.4012837165139994
21,ICEYE_QUICKLOOK_SLEDP_4228243_20240904T003534_b0006_y0_x3072_large_0_0.png,23.372926994971728,0.580646568651855,1.2559203414323459,DDPM,0.242590457201004,30.625155460857467,0.2690929942216619
22,ICEYE_X20_QUICKLOOK_SLEDF_4049621_20240429T222841_b0030_y2048_x1024_large_1_0.png,22.785957800903507,0.6148696737828281,1.2378957914602746,DDPM,0.464259386062622,9.270285070905851,0.2561779539713542
23,ICEYE_X23_QUICKLOOK_SLEDF_3521349_20240305T105517_b0011_y512_x2048_large_1_0.png,22.07416182209187,0.6627916268335997,1.233520171714502,DDPM,0.3202202320098877,1.5886026304577396,0.3565148384906857
24,ICEYE_QUICKLOOK_SLEDP_4228243_20240904T003534_b0015_y512_x3584_large_0_0.png,22.723085965354443,0.6163339684886373,1.2299712776697858,DDPM,0.4067563712596893,1.818642232441652,0.2970675661313254
25,ICEYE_QUICKLOOK_SLEDP_4228243_20240904T003534_b0050_y3072_x1024_large_1_0.png,22.89609271984874,0.5989929477720046,1.2155336976187163,DDPM,0.3135444819927215,2.002318402051187,0.2938498587468406
26,ICEYE_X23_QUICKLOOK_SLEDF_3521349_20240305T105517_b0002_y0_x1024_large_0_0.png,22.61625517074097,0.6077639813893434,1.1863981360070235,DDPM,0.4467665553092956,3.587567376174758,0.2851874489476692
27,ICEYE_X23_QUICKLOOK_SLEDF_3521349_20240305T105517_b0026_y1536_x2560_large_1_1.png,22.876009694636675,0.5840267928426014,1.1709804336195329,DDPM,0.3580825328826904,2.348105977751372,0.2767783963085167
28,ICEYE_X20_QUICKLOOK_SLEDF_4049621_20240429T222841_b0033_y2048_x2560_large_0_0.png,22.620653441249043,0.6008042062805665,1.168281985809459,DDPM,0.4468074738979339,3.655787184965094,0.3071619496847317
29,ICEYE_QUICKLOOK_SLEDP_4228243_20240904T003534_b0038_y2048_x3072_large_0_1.png,22.611126922736634,0.6001229120386562,1.1646221790697606,DDPM,0.3123407959938049,5.346519257916423,0.2976770290833695
30,ICEYE_QUICKLOOK_SLEDP_4228243_20240904T003534_b0033_y2048_x512_large_0_1.png,22.08178828534285,0.6261150180457458,1.1351054105450433,DDPM,0.2954891920089721,1.420459118272842,0.2922232614389171
31,ICEYE_X23_QUICKLOOK_SLEDF_3521349_20240305T105517_b0050_y3584_x512_large_1_0.png,23.029112406455848,0.5505352538308325,1.1087988251695349,DDPM,0.4089830219745636,2.130817399897515,0.3103848735347911
32,ICEYE_X20_QUICKLOOK_SLEDF_4049621_20240429T222841_b0029_y2048_x512_large_1_1.png,22.472894583242365,0.5853063200777322,1.0980922007823994,DDPM,0.4671171009540558,6.515957575446341,0.2856108446722397
33,ICEYE_X23_QUICKLOOK_SLEDF_3521349_20240305T105517_b0008_y512_x512_large_0_1.png,22.79490522331204,0.5573336228839361,1.0829371599781963,DDPM,0.4531377553939819,3.9031331080312537,0.2946542115637439
34,ICEYE_X23_QUICKLOOK_SLEDF_3521349_20240305T105517_b0002_y0_x1024_large_1_0.png,22.71713203278049,0.5538979871139892,1.0588484450149855,DDPM,0.4911737143993377,2.1696643514708174,0.2772738503780963
35,ICEYE_X11_QUICKLOOK_SLED_3339922_20240129T192207_b0038_y2560_x1536_large_1_0.png,22.19396722121069,0.5753537202030603,1.0181501255416254,DDPM,0.4231132864952087,5.621284246549198,0.330581177334682
36,ICEYE_X23_QUICKLOOK_SLEDF_3521349_20240305T105517_b0049_y3584_x0_large_0_1.png,22.44217227950542,0.5578186199281351,1.0174307879536557,DDPM,0.4333816468715668,3.13628278738863,0.3356807322360878
37,ICEYE_X20_QUICKLOOK_SLEDF_4049621_20240429T222841_b0048_y3072_x3072_large_0_0.png,21.58803755789271,0.6020873215232604,0.9761417092125116,DDPM,0.3893343508243561,12.959448500198848,0.3368292312850993
