img,mode,psnr,ssim,lpips,enl,epi
ICEYE_QUICKLOOK_SLEA_4110663_20240605T075214_2560_1024.png,DDPM,19.682062439754652,0.3557894742275917,0.5079084038734436,2.5102019781474207,0.929403969396036
ICEYE_QUICKLOOK_SLEDP_4228243_20240904T003534_b0037_y1152_x2688_large.png,DDPM,19.298965718266498,0.6533917792410653,0.2977585792541504,0.5313929028794737,0.5845147482027946
ICEYE_X20_QUICKLOOK_SLEDF_4049621_20240429T222841_2048_2048.png,DDPM,19.451597059327163,0.534893686842011,0.3680599331855774,0.6545769754673463,0.7486422175881247
NH49E001013.tif_6_14.png,DDPM,17.36530912024343,0.3790171452640357,0.3125728964805603,0.9149971401131367,0.47016493670554393
NH49E005019.tif_4_7.png,DDPM,15.617587972852455,0.2335145148811684,0.3520098626613617,2.00424510887518,0.41154402956289365
NH49E005024.tif_2_18.png,DDPM,15.197028918792764,0.239844800403556,0.33180496096611023,2.2957774827780235,0.34020012151069723
