img,psnr,ssim,lpips,enl,epi
"['../DataStore/WHU_512_small/NH49E001013.tif_2_3.png', '../DataStore/WHU_512_small/NH49E001013.tif_2_8.png', '../DataStore/WHU_512_small/NH49E001013.tif_3_6.png', '../DataStore/WHU_512_small/NH49E001013.tif_4_17.png']",21.534924241972725,0.5654949649619656,0.1041056364774704,0.944634052956528,0.6992645322233135
"['../DataStore/WHU_512_small/NH49E001013.tif_2_3.png', '../DataStore/WHU_512_small/NH49E001013.tif_2_8.png', '../DataStore/WHU_512_small/NH49E001013.tif_3_6.png', '../DataStore/WHU_512_small/NH49E001013.tif_4_17.png']",20.91254313766383,0.4802904945818803,0.12376370280981064,1.2721449475218989,0.6791903426921555
"['../DataStore/WHU_512_small/NH49E001013.tif_2_3.png', '../DataStore/WHU_512_small/NH49E001013.tif_2_8.png', '../DataStore/WHU_512_small/NH49E001013.tif_3_6.png', '../DataStore/WHU_512_small/NH49E001013.tif_4_17.png']",19.9474552632735,0.5496721151986652,0.11618521809577942,1.4086176008182578,0.6638692898909531
"['../DataStore/WHU_512_small/NH49E001013.tif_2_3.png', '../DataStore/WHU_512_small/NH49E001013.tif_2_8.png', '../DataStore/WHU_512_small/NH49E001013.tif_3_6.png', '../DataStore/WHU_512_small/NH49E001013.tif_4_17.png']",20.78000687641881,0.47263852018880104,0.11606613546609879,1.2712425715577345,0.6518018275945804
"['../DataStore/WHU_512_small/NH49E001013.tif_4_5.png', '../DataStore/WHU_512_small/NH49E001013.tif_4_6.png', '../DataStore/WHU_512_small/NH49E001013.tif_6_10.png', '../DataStore/WHU_512_small/NH49E001013.tif_6_13.png']",19.617847962836375,0.521589617977606,0.10759291052818298,1.2072739573537938,0.6493108927319793
"['../DataStore/WHU_512_small/NH49E001013.tif_4_5.png', '../DataStore/WHU_512_small/NH49E001013.tif_4_6.png', '../DataStore/WHU_512_small/NH49E001013.tif_6_10.png', '../DataStore/WHU_512_small/NH49E001013.tif_6_13.png']",20.39858747050701,0.5214744515791845,0.11041353642940521,1.2135927669063935,0.6741552517965493
"['../DataStore/WHU_512_small/NH49E001013.tif_4_5.png', '../DataStore/WHU_512_small/NH49E001013.tif_4_6.png', '../DataStore/WHU_512_small/NH49E001013.tif_6_10.png', '../DataStore/WHU_512_small/NH49E001013.tif_6_13.png']",20.269218578665438,0.5452852855616065,0.10640911757946014,1.0455325939723867,0.6668624337397069
"['../DataStore/WHU_512_small/NH49E001013.tif_4_5.png', '../DataStore/WHU_512_small/NH49E001013.tif_4_6.png', '../DataStore/WHU_512_small/NH49E001013.tif_6_10.png', '../DataStore/WHU_512_small/NH49E001013.tif_6_13.png']",20.333705599235966,0.5234002369978873,0.10530600696802139,1.0655836481384853,0.665318676928861
"['../DataStore/WHU_512_small/NH49E001013.tif_6_14.png', '../DataStore/WHU_512_small/NH49E001013.tif_7_12.png', '../DataStore/WHU_512_small/NH49E001013.tif_7_13.png', '../DataStore/WHU_512_small/NH49E001013.tif_7_5.png']",20.14501773449778,0.5288254116334578,0.10338784009218216,0.9777969687635408,0.6641564892327353
"['../DataStore/WHU_512_small/NH49E001013.tif_6_14.png', '../DataStore/WHU_512_small/NH49E001013.tif_7_12.png', '../DataStore/WHU_512_small/NH49E001013.tif_7_13.png', '../DataStore/WHU_512_small/NH49E001013.tif_7_5.png']",20.01732653642058,0.5557182230326378,0.10213428735733032,1.0828952793462148,0.6833213858812539
"['../DataStore/WHU_512_small/NH49E001013.tif_6_14.png', '../DataStore/WHU_512_small/NH49E001013.tif_7_12.png', '../DataStore/WHU_512_small/NH49E001013.tif_7_13.png', '../DataStore/WHU_512_small/NH49E001013.tif_7_5.png']",20.07159826231689,0.5360027120649659,0.10027284175157547,1.1429763392818775,0.6887902983034977
"['../DataStore/WHU_512_small/NH49E001013.tif_6_14.png', '../DataStore/WHU_512_small/NH49E001013.tif_7_12.png', '../DataStore/WHU_512_small/NH49E001013.tif_7_13.png', '../DataStore/WHU_512_small/NH49E001013.tif_7_5.png']",20.227939187325962,0.5265081102067551,0.10962428152561188,1.0402512874510077,0.6656578438011582
"['../DataStore/WHU_512_small/NH49E001013.tif_8_7.png', '../DataStore/WHU_512_small/NH49E001013.tif_9_13.png', '../DataStore/WHU_512_small/NH49E001014.tif_0_0.png', '../DataStore/WHU_512_small/NH49E001014.tif_0_8.png']",19.85177171667954,0.5275200627179879,0.1126774400472641,1.0369312928497811,0.6590827621865266
"['../DataStore/WHU_512_small/NH49E001013.tif_8_7.png', '../DataStore/WHU_512_small/NH49E001013.tif_9_13.png', '../DataStore/WHU_512_small/NH49E001014.tif_0_0.png', '../DataStore/WHU_512_small/NH49E001014.tif_0_8.png']",21.518693700924977,0.5085513128298502,0.08700226992368698,1.5279875748579703,0.6903902809216053
"['../DataStore/WHU_512_small/NH49E001013.tif_8_7.png', '../DataStore/WHU_512_small/NH49E001013.tif_9_13.png', '../DataStore/WHU_512_small/NH49E001014.tif_0_0.png', '../DataStore/WHU_512_small/NH49E001014.tif_0_8.png']",19.06250477406814,0.5225196521446648,0.12480829656124115,1.476279690485319,0.6593063399710003
"['../DataStore/WHU_512_small/NH49E001013.tif_8_7.png', '../DataStore/WHU_512_small/NH49E001013.tif_9_13.png', '../DataStore/WHU_512_small/NH49E001014.tif_0_0.png', '../DataStore/WHU_512_small/NH49E001014.tif_0_8.png']",19.85282255702724,0.46879656426243177,0.12274044007062912,1.302365369684375,0.635471060155396
"['../DataStore/WHU_512_small/NH49E001014.tif_10_19.png', '../DataStore/WHU_512_small/NH49E001014.tif_10_8.png', '../DataStore/WHU_512_small/NH49E001014.tif_11_18.png', '../DataStore/WHU_512_small/NH49E001014.tif_12_11.png']",20.014210631252286,0.5088045204133251,0.11836177110671997,1.145812200637493,0.6702078095381244
"['../DataStore/WHU_512_small/NH49E001014.tif_10_19.png', '../DataStore/WHU_512_small/NH49E001014.tif_10_8.png', '../DataStore/WHU_512_small/NH49E001014.tif_11_18.png', '../DataStore/WHU_512_small/NH49E001014.tif_12_11.png']",19.90013450938575,0.4925491835839759,0.11912224441766739,1.5353375692761628,0.6591785138698852
"['../DataStore/WHU_512_small/NH49E001014.tif_10_19.png', '../DataStore/WHU_512_small/NH49E001014.tif_10_8.png', '../DataStore/WHU_512_small/NH49E001014.tif_11_18.png', '../DataStore/WHU_512_small/NH49E001014.tif_12_11.png']",21.774455468091762,0.4561193869519256,0.11473623663187027,0.9251725753548958,0.6889187996207261
"['../DataStore/WHU_512_small/NH49E001014.tif_10_19.png', '../DataStore/WHU_512_small/NH49E001014.tif_10_8.png', '../DataStore/WHU_512_small/NH49E001014.tif_11_18.png', '../DataStore/WHU_512_small/NH49E001014.tif_12_11.png']",19.9483863319807,0.5041677115944996,0.12007821351289749,1.3032439838367986,0.658891531655025
"['../DataStore/WHU_512_small/NH49E001014.tif_12_13.png', '../DataStore/WHU_512_small/NH49E001014.tif_12_18.png', '../DataStore/WHU_512_small/NH49E001014.tif_1_17.png', '../DataStore/WHU_512_small/NH49E001014.tif_2_1.png']",19.9207072458939,0.49203157330132247,0.12474038451910019,1.0420217304656487,0.6590482111484869
"['../DataStore/WHU_512_small/NH49E001014.tif_12_13.png', '../DataStore/WHU_512_small/NH49E001014.tif_12_18.png', '../DataStore/WHU_512_small/NH49E001014.tif_1_17.png', '../DataStore/WHU_512_small/NH49E001014.tif_2_1.png']",21.265653409349078,0.4724074398894952,0.12189672142267227,0.8852151500455252,0.675760638382174
"['../DataStore/WHU_512_small/NH49E001014.tif_12_13.png', '../DataStore/WHU_512_small/NH49E001014.tif_12_18.png', '../DataStore/WHU_512_small/NH49E001014.tif_1_17.png', '../DataStore/WHU_512_small/NH49E001014.tif_2_1.png']",20.26149483514672,0.47157104803029576,0.11871904879808426,1.4344681126042866,0.6360108785782942
"['../DataStore/WHU_512_small/NH49E001014.tif_12_13.png', '../DataStore/WHU_512_small/NH49E001014.tif_12_18.png', '../DataStore/WHU_512_small/NH49E001014.tif_1_17.png', '../DataStore/WHU_512_small/NH49E001014.tif_2_1.png']",18.852911541381644,0.5354088105934175,0.1304924488067627,1.7936144411676878,0.6468593692023542
"['../DataStore/WHU_512_small/NH49E001014.tif_2_15.png', '../DataStore/WHU_512_small/NH49E001014.tif_3_16.png', '../DataStore/WHU_512_small/NH49E001014.tif_3_18.png', '../DataStore/WHU_512_small/NH49E001014.tif_3_6.png']",18.7934001891618,0.4860452916565592,0.12214788049459457,2.006485108872514,0.6237710979102671
"['../DataStore/WHU_512_small/NH49E001014.tif_2_15.png', '../DataStore/WHU_512_small/NH49E001014.tif_3_16.png', '../DataStore/WHU_512_small/NH49E001014.tif_3_18.png', '../DataStore/WHU_512_small/NH49E001014.tif_3_6.png']",19.533819807058336,0.48487644406838887,0.11541339010000229,1.4968591476474467,0.6136721818507666
"['../DataStore/WHU_512_small/NH49E001014.tif_2_15.png', '../DataStore/WHU_512_small/NH49E001014.tif_3_16.png', '../DataStore/WHU_512_small/NH49E001014.tif_3_18.png', '../DataStore/WHU_512_small/NH49E001014.tif_3_6.png']",19.84699479627995,0.5378032867820873,0.1089000254869461,1.2704675578124678,0.6658212766725308
"['../DataStore/WHU_512_small/NH49E001014.tif_2_15.png', '../DataStore/WHU_512_small/NH49E001014.tif_3_16.png', '../DataStore/WHU_512_small/NH49E001014.tif_3_18.png', '../DataStore/WHU_512_small/NH49E001014.tif_3_6.png']",20.633199972552468,0.4838406784305957,0.12792617082595825,1.1214403322659316,0.649768881254335
"['../DataStore/WHU_512_small/NH49E001014.tif_4_11.png', '../DataStore/WHU_512_small/NH49E001014.tif_4_12.png', '../DataStore/WHU_512_small/NH49E001014.tif_4_2.png', '../DataStore/WHU_512_small/NH49E001014.tif_4_3.png']",19.23482086008243,0.5517968607919904,0.11860325187444687,1.2553544701453134,0.6850379545858124
"['../DataStore/WHU_512_small/NH49E001014.tif_4_11.png', '../DataStore/WHU_512_small/NH49E001014.tif_4_12.png', '../DataStore/WHU_512_small/NH49E001014.tif_4_2.png', '../DataStore/WHU_512_small/NH49E001014.tif_4_3.png']",19.851820421273004,0.5284340232411189,0.1158965677022934,1.0870954162125166,0.6822480063483432
"['../DataStore/WHU_512_small/NH49E001014.tif_4_11.png', '../DataStore/WHU_512_small/NH49E001014.tif_4_12.png', '../DataStore/WHU_512_small/NH49E001014.tif_4_2.png', '../DataStore/WHU_512_small/NH49E001014.tif_4_3.png']",18.972915219114665,0.5551876741618369,0.11993132531642914,1.576243966448617,0.6705726728701494
"['../DataStore/WHU_512_small/NH49E001014.tif_4_11.png', '../DataStore/WHU_512_small/NH49E001014.tif_4_12.png', '../DataStore/WHU_512_small/NH49E001014.tif_4_2.png', '../DataStore/WHU_512_small/NH49E001014.tif_4_3.png']",20.225287777843633,0.49955230343665324,0.12679363787174225,1.1783451852057338,0.6550715290525367
"['../DataStore/WHU_512_small/NH49E001014.tif_6_0.png', '../DataStore/WHU_512_small/NH49E001014.tif_6_2.png', '../DataStore/WHU_512_small/NH49E001014.tif_7_14.png', '../DataStore/WHU_512_small/NH49E001014.tif_7_18.png']",19.135409001370178,0.5123814161039818,0.12007461488246918,1.6846167654662416,0.6461269387583414
"['../DataStore/WHU_512_small/NH49E001014.tif_6_0.png', '../DataStore/WHU_512_small/NH49E001014.tif_6_2.png', '../DataStore/WHU_512_small/NH49E001014.tif_7_14.png', '../DataStore/WHU_512_small/NH49E001014.tif_7_18.png']",19.146639899369756,0.4964758516353188,0.11773444712162018,1.3973659107954606,0.6440232128176382
"['../DataStore/WHU_512_small/NH49E001014.tif_6_0.png', '../DataStore/WHU_512_small/NH49E001014.tif_6_2.png', '../DataStore/WHU_512_small/NH49E001014.tif_7_14.png', '../DataStore/WHU_512_small/NH49E001014.tif_7_18.png']",19.699676544025554,0.47560231031405104,0.11257918179035187,1.4958145323909031,0.644389809558472
"['../DataStore/WHU_512_small/NH49E001014.tif_6_0.png', '../DataStore/WHU_512_small/NH49E001014.tif_6_2.png', '../DataStore/WHU_512_small/NH49E001014.tif_7_14.png', '../DataStore/WHU_512_small/NH49E001014.tif_7_18.png']",19.81388094922673,0.5097389953196931,0.11417749524116516,1.1985913296776272,0.6676414164459687
"['../DataStore/WHU_512_small/NH49E001014.tif_7_2.png', '../DataStore/WHU_512_small/NH49E001014.tif_9_13.png', '../DataStore/WHU_512_small/NH49E001014.tif_9_15.png', '../DataStore/WHU_512_small/NH49E001014.tif_9_6.png']",19.4436163504706,0.5040957640603172,0.12635433673858643,1.4765993900988745,0.6464661217523013
"['../DataStore/WHU_512_small/NH49E001014.tif_7_2.png', '../DataStore/WHU_512_small/NH49E001014.tif_9_13.png', '../DataStore/WHU_512_small/NH49E001014.tif_9_15.png', '../DataStore/WHU_512_small/NH49E001014.tif_9_6.png']",18.94573997251857,0.5494894499543811,0.12825699150562286,1.3510562148185006,0.6635343697164895
"['../DataStore/WHU_512_small/NH49E001014.tif_7_2.png', '../DataStore/WHU_512_small/NH49E001014.tif_9_13.png', '../DataStore/WHU_512_small/NH49E001014.tif_9_15.png', '../DataStore/WHU_512_small/NH49E001014.tif_9_6.png']",19.271570070181408,0.5090264099185031,0.11823941022157669,1.5602353360801768,0.6262274733749992
"['../DataStore/WHU_512_small/NH49E001014.tif_7_2.png', '../DataStore/WHU_512_small/NH49E001014.tif_9_13.png', '../DataStore/WHU_512_small/NH49E001014.tif_9_15.png', '../DataStore/WHU_512_small/NH49E001014.tif_9_6.png']",19.524901107112132,0.506844849300907,0.12269024550914764,1.7849170147180258,0.637685089367026
"['../DataStore/WHU_512_small/NH49E001014.tif_9_8.png', '../DataStore/WHU_512_small/NH49E001017.tif_0_10.png', '../DataStore/WHU_512_small/NH49E001017.tif_0_2.png', '../DataStore/WHU_512_small/NH49E001017.tif_0_4.png']",19.929917873330318,0.49176574908572823,0.12154028564691544,1.6413185780357273,0.6422875360436249
"['../DataStore/WHU_512_small/NH49E001014.tif_9_8.png', '../DataStore/WHU_512_small/NH49E001017.tif_0_10.png', '../DataStore/WHU_512_small/NH49E001017.tif_0_2.png', '../DataStore/WHU_512_small/NH49E001017.tif_0_4.png']",17.584407896624334,0.4227564003926923,0.15782932937145233,2.4645582412231293,0.5880794908850646
"['../DataStore/WHU_512_small/NH49E001014.tif_9_8.png', '../DataStore/WHU_512_small/NH49E001017.tif_0_10.png', '../DataStore/WHU_512_small/NH49E001017.tif_0_2.png', '../DataStore/WHU_512_small/NH49E001017.tif_0_4.png']",18.029925090133958,0.4243933998571591,0.15270832180976868,2.1256925311962047,0.5854763768111275
"['../DataStore/WHU_512_small/NH49E001014.tif_9_8.png', '../DataStore/WHU_512_small/NH49E001017.tif_0_10.png', '../DataStore/WHU_512_small/NH49E001017.tif_0_2.png', '../DataStore/WHU_512_small/NH49E001017.tif_0_4.png']",18.609648467895934,0.4094289139851324,0.1628069281578064,2.9741240873475263,0.5688699497052941
"['../DataStore/WHU_512_small/NH49E001017.tif_0_7.png', '../DataStore/WHU_512_small/NH49E001017.tif_10_17.png', '../DataStore/WHU_512_small/NH49E001017.tif_10_6.png', '../DataStore/WHU_512_small/NH49E001017.tif_11_14.png']",17.70644344707509,0.436907255662321,0.15577763319015503,1.9285930264483273,0.5859618257668977
"['../DataStore/WHU_512_small/NH49E001017.tif_0_7.png', '../DataStore/WHU_512_small/NH49E001017.tif_10_17.png', '../DataStore/WHU_512_small/NH49E001017.tif_10_6.png', '../DataStore/WHU_512_small/NH49E001017.tif_11_14.png']",20.211237360734586,0.4277415853965046,0.1454388052225113,2.199570715434254,0.6332429443642326
"['../DataStore/WHU_512_small/NH49E001017.tif_0_7.png', '../DataStore/WHU_512_small/NH49E001017.tif_10_17.png', '../DataStore/WHU_512_small/NH49E001017.tif_10_6.png', '../DataStore/WHU_512_small/NH49E001017.tif_11_14.png']",18.184215282647866,0.41723228996281786,0.16217245161533356,2.4408367431897458,0.5705581179590881
"['../DataStore/WHU_512_small/NH49E001017.tif_0_7.png', '../DataStore/WHU_512_small/NH49E001017.tif_10_17.png', '../DataStore/WHU_512_small/NH49E001017.tif_10_6.png', '../DataStore/WHU_512_small/NH49E001017.tif_11_14.png']",16.838560350735094,0.406589845434129,0.19263768196105957,2.142487476517158,0.5849973204626958
"['../DataStore/WHU_512_small/NH49E001017.tif_11_18.png', '../DataStore/WHU_512_small/NH49E001017.tif_11_19.png', '../DataStore/WHU_512_small/NH49E001017.tif_11_8.png', '../DataStore/WHU_512_small/NH49E001017.tif_12_1.png']",19.78383219067021,0.45205957445698847,0.13366107642650604,1.4230765157865353,0.5934269970335263
"['../DataStore/WHU_512_small/NH49E001017.tif_11_18.png', '../DataStore/WHU_512_small/NH49E001017.tif_11_19.png', '../DataStore/WHU_512_small/NH49E001017.tif_11_8.png', '../DataStore/WHU_512_small/NH49E001017.tif_12_1.png']",18.955448093562858,0.4193859630652662,0.15868709981441498,2.577321527844741,0.5797270882686391
"['../DataStore/WHU_512_small/NH49E001017.tif_11_18.png', '../DataStore/WHU_512_small/NH49E001017.tif_11_19.png', '../DataStore/WHU_512_small/NH49E001017.tif_11_8.png', '../DataStore/WHU_512_small/NH49E001017.tif_12_1.png']",18.133852297745914,0.40894078850299675,0.1734723150730133,2.194116917980273,0.6078214281199921
"['../DataStore/WHU_512_small/NH49E001017.tif_11_18.png', '../DataStore/WHU_512_small/NH49E001017.tif_11_19.png', '../DataStore/WHU_512_small/NH49E001017.tif_11_8.png', '../DataStore/WHU_512_small/NH49E001017.tif_12_1.png']",18.522829983601323,0.4220016423559837,0.16342894732952118,2.9106796860161297,0.5958116250473624
"['../DataStore/WHU_512_small/NH49E001017.tif_12_11.png', '../DataStore/WHU_512_small/NH49E001017.tif_12_19.png', '../DataStore/WHU_512_small/NH49E001017.tif_12_4.png', '../DataStore/WHU_512_small/NH49E001017.tif_1_17.png']",17.707613705225672,0.4198164863625736,0.18209275603294373,2.3713991916209967,0.5903123395736454
"['../DataStore/WHU_512_small/NH49E001017.tif_12_11.png', '../DataStore/WHU_512_small/NH49E001017.tif_12_19.png', '../DataStore/WHU_512_small/NH49E001017.tif_12_4.png', '../DataStore/WHU_512_small/NH49E001017.tif_1_17.png']",17.839042098212246,0.4107343191409536,0.17445842921733856,2.573294918425769,0.5762085711735058
"['../DataStore/WHU_512_small/NH49E001017.tif_12_11.png', '../DataStore/WHU_512_small/NH49E001017.tif_12_19.png', '../DataStore/WHU_512_small/NH49E001017.tif_12_4.png', '../DataStore/WHU_512_small/NH49E001017.tif_1_17.png']",18.866642286625183,0.41260061320351976,0.15673421323299408,2.540895468937258,0.6066416410045943
"['../DataStore/WHU_512_small/NH49E001017.tif_12_11.png', '../DataStore/WHU_512_small/NH49E001017.tif_12_19.png', '../DataStore/WHU_512_small/NH49E001017.tif_12_4.png', '../DataStore/WHU_512_small/NH49E001017.tif_1_17.png']",16.969888418370285,0.4277794952321641,0.17570732533931732,1.88894147286136,0.5754322260111296
"['../DataStore/WHU_512_small/NH49E001017.tif_1_4.png', '../DataStore/WHU_512_small/NH49E001017.tif_1_7.png', '../DataStore/WHU_512_small/NH49E001017.tif_2_9.png', '../DataStore/WHU_512_small/NH49E001017.tif_3_13.png']",18.753570519587633,0.4164542083647601,0.15775001049041748,3.0765126052730603,0.5905768684173817
"['../DataStore/WHU_512_small/NH49E001017.tif_1_4.png', '../DataStore/WHU_512_small/NH49E001017.tif_1_7.png', '../DataStore/WHU_512_small/NH49E001017.tif_2_9.png', '../DataStore/WHU_512_small/NH49E001017.tif_3_13.png']",17.685144184955504,0.44439793951549045,0.151633158326149,1.8934749421095582,0.5899071677251368
"['../DataStore/WHU_512_small/NH49E001017.tif_1_4.png', '../DataStore/WHU_512_small/NH49E001017.tif_1_7.png', '../DataStore/WHU_512_small/NH49E001017.tif_2_9.png', '../DataStore/WHU_512_small/NH49E001017.tif_3_13.png']",18.2037449699731,0.4362320422310987,0.14840784668922424,3.0767235546707177,0.6119549510818671
"['../DataStore/WHU_512_small/NH49E001017.tif_1_4.png', '../DataStore/WHU_512_small/NH49E001017.tif_1_7.png', '../DataStore/WHU_512_small/NH49E001017.tif_2_9.png', '../DataStore/WHU_512_small/NH49E001017.tif_3_13.png']",20.148101728228596,0.43559879582708966,0.10947248339653015,0.8875451524695154,0.5905838452422414
"['../DataStore/WHU_512_small/NH49E001017.tif_5_12.png', '../DataStore/WHU_512_small/NH49E001017.tif_6_1.png', '../DataStore/WHU_512_small/NH49E001017.tif_6_18.png', '../DataStore/WHU_512_small/NH49E001017.tif_6_5.png']",18.036401121846154,0.4252446748755937,0.1601630449295044,2.0364988709138445,0.5950188717664746
"['../DataStore/WHU_512_small/NH49E001017.tif_5_12.png', '../DataStore/WHU_512_small/NH49E001017.tif_6_1.png', '../DataStore/WHU_512_small/NH49E001017.tif_6_18.png', '../DataStore/WHU_512_small/NH49E001017.tif_6_5.png']",17.911653624182215,0.42381424656209293,0.16471830010414124,2.78543039579338,0.589814560267794
